,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,season,team
1,2022-08-20,18:30,Serie A,Matchweek 2,Sat,Away,D,0.0,0.0,Torino,0.8,0.7,46.0,16530.0,Ciro Immobile,4-3-3,Marco Piccinini,Match Report,,7.0,2.0,16.5,2023,Lazio
2,2022-08-26,20:45,Serie A,Matchweek 3,Fri,Home,W,3.0,1.0,Inter,1.1,1.5,48.0,52500.0,Ciro Immobile,4-3-3,Michael Fabbri,Match Report,,11.0,7.0,14.5,2023,Lazio
3,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Away,D,1.0,1.0,Sampdoria,1.5,0.8,56.0,18499.0,Ciro Immobile,4-3-3,Gianluca Aureliano,Match Report,,13.0,6.0,18.4,2023,Lazio
4,2022-09-03,20:45,Serie A,Matchweek 5,Sat,Home,L,1.0,2.0,Napoli,0.3,2.1,39.0,39000.0,Ciro Immobile,4-3-3,Simone Sozza,Match Report,,8.0,2.0,26.7,2023,Lazio
6,2022-09-11,18:00,Serie A,Matchweek 6,Sun,Home,W,2.0,0.0,Hellas Verona,1.1,0.3,59.0,38000.0,Ciro Immobile,4-3-3,Massimiliano Irrati,Match Report,,15.0,6.0,15.9,2023,Lazio
8,2022-09-18,15:00,Serie A,Matchweek 7,Sun,Away,W,4.0,0.0,Cremonese,3.1,1.3,55.0,12991.0,Ciro Immobile,4-3-3,Daniele Orsato,Match Report,,13.0,5.0,13.4,2023,Lazio
9,2022-10-02,12:30,Serie A,Matchweek 8,Sun,Home,W,4.0,0.0,Spezia,2.3,1.1,61.0,41000.0,Ciro Immobile,4-3-3,Juan Sacchi,Match Report,,12.0,6.0,13.8,2023,Lazio
11,2022-10-10,20:45,Serie A,Matchweek 9,Mon,Away,W,4.0,0.0,Fiorentina,1.6,2.2,38.0,30574.0,Ciro Immobile,4-3-3,Fabio Maresca,Match Report,,10.0,6.0,15.6,2023,Lazio
13,2022-10-16,15:00,Serie A,Matchweek 10,Sun,Home,D,0.0,0.0,Udinese,0.8,0.9,54.0,45000.0,Ciro Immobile,4-3-3,Andrea Colombo,Match Report,,8.0,3.0,16.2,2023,Lazio
14,2022-10-23,18:00,Serie A,Matchweek 11,Sun,Away,W,2.0,0.0,Atalanta,0.9,0.8,53.0,18988.0,Sergej Milinković-Savić,4-3-3,Rosario Abisso,Match Report,,12.0,5.0,23.0,2023,Lazio
16,2022-10-30,18:00,Serie A,Matchweek 12,Sun,Home,L,1.0,3.0,Salernitana,1.9,1.5,61.0,40000.0,Danilo Cataldi,4-4-2,Gianluca Manganiello,Match Report,,13.0,4.0,15.3,2023,Lazio
18,2022-11-06,18:00,Serie A,Matchweek 13,Sun,Away,W,1.0,0.0,Roma,0.6,0.5,41.0,62847.0,Danilo Cataldi,4-3-3,Daniele Orsato,Match Report,,5.0,3.0,23.0,2023,Lazio
19,2022-11-10,20:45,Serie A,Matchweek 14,Thu,Home,W,1.0,0.0,Monza,1.5,0.5,47.0,36000.0,Sergej Milinković-Savić,4-3-3,Alberto Santoro,Match Report,,12.0,4.0,16.5,2023,Lazio
20,2022-11-13,20:45,Serie A,Matchweek 15,Sun,Away,L,0.0,3.0,Juventus,0.4,1.6,59.0,38729.0,Sergej Milinković-Savić,4-3-3,Davide Massa,Match Report,,10.0,3.0,21.9,2023,Lazio
21,2023-01-04,16:30,Serie A,Matchweek 16,Wed,Away,L,1.0,2.0,Lecce,0.7,1.3,59.0,26084.0,Ciro Immobile,4-3-3,Livio Marinelli,Match Report,,8.0,2.0,15.1,2023,Lazio
22,2023-01-08,15:00,Serie A,Matchweek 17,Sun,Home,D,2.0,2.0,Empoli,0.9,0.6,54.0,31000.0,Ciro Immobile,4-3-3,Ivan Pezzuto,Match Report,,18.0,4.0,19.7,2023,Lazio
23,2023-01-15,12:30,Serie A,Matchweek 18,Sun,Away,W,2.0,0.0,Sassuolo,2.7,0.7,50.0,10000.0,Ciro Immobile,4-1-4-1,Luca Pairetto,Match Report,,11.0,2.0,16.9,2023,Lazio
25,2023-01-24,20:45,Serie A,Matchweek 19,Tue,Home,,,,Milan,,,,,,,,Head-to-Head,,,,,2023,Lazio
26,2023-01-29,18:00,Serie A,Matchweek 20,Sun,Home,,,,Fiorentina,,,,,,,,Head-to-Head,,,,,2023,Lazio
27,2023-02-06,18:30,Serie A,Matchweek 21,Mon,Away,,,,Hellas Verona,,,,,,,,Head-to-Head,,,,,2023,Lazio
28,2023-02-11,20:45,Serie A,Matchweek 22,Sat,Home,,,,Atalanta,,,,,,,,Head-to-Head,,,,,2023,Lazio
30,2023-02-19,15:00,Serie A,Matchweek 23,Sun,Away,,,,Salernitana,,,,,,,,Head-to-Head,,,,,2023,Lazio
32,2023-02-27,20:45,Serie A,Matchweek 24,Mon,Home,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,2023,Lazio
33,2023-03-03,20:45,Serie A,Matchweek 25,Fri,Away,,,,Napoli,,,,,,,,Head-to-Head,,,,,2023,Lazio
34,2023-03-11,20:45,Serie A,Matchweek 26,Sat,Away,,,,Bologna,,,,,,,,Head-to-Head,,,,,2023,Lazio
35,2023-03-19,18:00,Serie A,Matchweek 27,Sun,Home,,,,Roma,,,,,,,,Head-to-Head,,,,,2023,Lazio
36,2023-04-02,15:00,Serie A,Matchweek 28,Sun,Away,,,,Monza,,,,,,,,Head-to-Head,,,,,2023,Lazio
37,2023-04-08,20:45,Serie A,Matchweek 29,Sat,Home,,,,Juventus,,,,,,,,Head-to-Head,,,,,2023,Lazio
38,2023-04-16,,Serie A,Matchweek 30,Sun,Away,,,,Spezia,,,,,,,,Head-to-Head,,,,,2023,Lazio
39,2023-04-23,,Serie A,Matchweek 31,Sun,Home,,,,Torino,,,,,,,,Head-to-Head,,,,,2023,Lazio
40,2023-04-30,,Serie A,Matchweek 32,Sun,Away,,,,Inter,,,,,,,,Head-to-Head,,,,,2023,Lazio
41,2023-05-03,,Serie A,Matchweek 33,Wed,Home,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,2023,Lazio
42,2023-05-07,,Serie A,Matchweek 34,Sun,Away,,,,Milan,,,,,,,,Head-to-Head,,,,,2023,Lazio
43,2023-05-14,,Serie A,Matchweek 35,Sun,Home,,,,Lecce,,,,,,,,Head-to-Head,,,,,2023,Lazio
44,2023-05-21,,Serie A,Matchweek 36,Sun,Away,,,,Udinese,,,,,,,,Head-to-Head,,,,,2023,Lazio
45,2023-05-28,,Serie A,Matchweek 37,Sun,Home,,,,Cremonese,,,,,,,,Head-to-Head,,,,,2023,Lazio
46,2023-06-04,,Serie A,Matchweek 38,Sun,Away,,,,Empoli,,,,,,,,Head-to-Head,,,,,2023,Lazio
0,2022-08-13,18:30,Serie A,Matchweek 1,Sat,Away,W,2.0,0.0,Sampdoria,2.2,1.0,45.0,20047.0,Rafael Tolói,3-4-1-2,Federico Dionisi,Match Report,,9.0,3.0,14.4,2023,Atalanta
1,2022-08-21,20:45,Serie A,Matchweek 2,Sun,Home,D,1.0,1.0,Milan,0.5,1.3,40.0,19216.0,Rafael Tolói,3-4-3,Fabio Maresca,Match Report,,11.0,2.0,18.9,2023,Atalanta
2,2022-08-28,18:30,Serie A,Matchweek 3,Sun,Away,W,1.0,0.0,Hellas Verona,0.8,0.5,51.0,16106.0,Rafael Tolói,3-4-3,Alessandro Prontera,Match Report,,15.0,7.0,18.9,2023,Atalanta
3,2022-09-01,20:45,Serie A,Matchweek 4,Thu,Home,W,3.0,1.0,Torino,2.9,0.4,41.0,17928.0,Rafael Tolói,3-4-3,Marco Di Bello,Match Report,,10.0,3.0,18.8,2023,Atalanta
4,2022-09-05,18:30,Serie A,Matchweek 5,Mon,Away,W,2.0,0.0,Monza,1.9,0.6,41.0,11970.0,Rafael Tolói,4-2-3-1,Juan Sacchi,Match Report,,13.0,6.0,15.2,2023,Atalanta
5,2022-09-11,12:30,Serie A,Matchweek 6,Sun,Home,D,1.0,1.0,Cremonese,0.7,0.6,58.0,18252.0,Rafael Tolói,3-4-3,Andrea Colombo,Match Report,,14.0,6.0,19.5,2023,Atalanta
6,2022-09-18,18:00,Serie A,Matchweek 7,Sun,Away,W,1.0,0.0,Roma,0.2,2.4,44.0,61335.0,Rafael Tolói,3-4-3,Daniele Chiffi,Match Report,,4.0,1.0,25.1,2023,Atalanta
7,2022-10-02,18:00,Serie A,Matchweek 8,Sun,Home,W,1.0,0.0,Fiorentina,1.3,0.7,39.0,18265.0,Rafael Tolói,3-4-1-2,Massimiliano Irrati,Match Report,,10.0,5.0,15.5,2023,Atalanta
8,2022-10-09,15:00,Serie A,Matchweek 9,Sun,Away,D,2.0,2.0,Udinese,2.1,1.0,41.0,24671.0,Marten de Roon,3-4-1-2,Daniele Doveri,Match Report,,8.0,4.0,18.5,2023,Atalanta
9,2022-10-15,20:45,Serie A,Matchweek 10,Sat,Home,W,2.0,1.0,Sassuolo,2.5,0.8,48.0,17772.0,Marten de Roon,3-4-1-2,Matteo Marcenaro,Match Report,,16.0,4.0,13.8,2023,Atalanta
10,2022-10-23,18:00,Serie A,Matchweek 11,Sun,Home,L,0.0,2.0,Lazio,0.8,0.9,47.0,18988.0,Marten de Roon,3-4-1-2,Rosario Abisso,Match Report,,7.0,0.0,14.1,2023,Atalanta
11,2022-10-30,12:30,Serie A,Matchweek 12,Sun,Away,W,2.0,0.0,Empoli,3.0,0.8,47.0,8740.0,Rafael Tolói,3-5-2,Giovanni Ayroldi,Match Report,,19.0,5.0,16.2,2023,Atalanta
12,2022-11-05,18:00,Serie A,Matchweek 13,Sat,Home,L,1.0,2.0,Napoli,2.0,1.3,47.0,19363.0,Rafael Tolói,3-4-1-2,Maurizio Mariani,Match Report,,15.0,3.0,19.5,2023,Atalanta
13,2022-11-09,18:30,Serie A,Matchweek 14,Wed,Away,L,1.0,2.0,Lecce,1.5,1.1,61.0,23797.0,Marten de Roon,3-4-3,Gianluca Aureliano,Match Report,,12.0,4.0,19.3,2023,Atalanta
14,2022-11-13,12:30,Serie A,Matchweek 15,Sun,Home,L,2.0,3.0,Inter,1.8,2.2,47.0,19353.0,Hans Hateboer,4-2-3-1,Daniele Chiffi,Match Report,,17.0,6.0,19.4,2023,Atalanta
15,2023-01-04,14:30,Serie A,Matchweek 16,Wed,Away,D,2.0,2.0,Spezia,2.1,1.5,64.0,7417.0,Rafael Tolói,3-4-1-2,Antonio Giua,Match Report,,19.0,3.0,13.2,2023,Atalanta
16,2023-01-09,20:45,Serie A,Matchweek 17,Mon,Away,W,2.0,1.0,Bologna,0.5,0.5,49.0,16953.0,Rafael Tolói,3-4-1-2,Marco Di Bello,Match Report,,7.0,3.0,16.6,2023,Atalanta
17,2023-01-15,18:00,Serie A,Matchweek 18,Sun,Home,W,8.0,2.0,Salernitana,2.9,1.0,57.0,18499.0,Rafael Tolói,3-4-3,Gianluca Aureliano,Match Report,,17.0,11.0,18.4,2023,Atalanta
19,2023-01-22,20:45,Serie A,Matchweek 19,Sun,Away,,,,Juventus,,,,,,,,Head-to-Head,,,,,2023,Atalanta
20,2023-01-28,20:45,Serie A,Matchweek 20,Sat,Home,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,2023,Atalanta
21,2023-02-04,20:45,Serie A,Matchweek 21,Sat,Away,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,2023,Atalanta
22,2023-02-11,20:45,Serie A,Matchweek 22,Sat,Away,,,,Lazio,,,,,,,,Head-to-Head,,,,,2023,Atalanta
23,2023-02-19,12:30,Serie A,Matchweek 23,Sun,Home,,,,Lecce,,,,,,,,Head-to-Head,,,,,2023,Atalanta
24,2023-02-26,20:45,Serie A,Matchweek 24,Sun,Away,,,,Milan,,,,,,,,Head-to-Head,,,,,2023,Atalanta
25,2023-03-04,18:00,Serie A,Matchweek 25,Sat,Home,,,,Udinese,,,,,,,,Head-to-Head,,,,,2023,Atalanta
26,2023-03-11,18:00,Serie A,Matchweek 26,Sat,Away,,,,Napoli,,,,,,,,Head-to-Head,,,,,2023,Atalanta
27,2023-03-17,20:45,Serie A,Matchweek 27,Fri,Home,,,,Empoli,,,,,,,,Head-to-Head,,,,,2023,Atalanta
28,2023-04-02,12:30,Serie A,Matchweek 28,Sun,Away,,,,Cremonese,,,,,,,,Head-to-Head,,,,,2023,Atalanta
29,2023-04-08,18:30,Serie A,Matchweek 29,Sat,Home,,,,Bologna,,,,,,,,Head-to-Head,,,,,2023,Atalanta
30,2023-04-16,,Serie A,Matchweek 30,Sun,Away,,,,Fiorentina,,,,,,,,Head-to-Head,,,,,2023,Atalanta
31,2023-04-23,,Serie A,Matchweek 31,Sun,Home,,,,Roma,,,,,,,,Head-to-Head,,,,,2023,Atalanta
32,2023-04-30,,Serie A,Matchweek 32,Sun,Away,,,,Torino,,,,,,,,Head-to-Head,,,,,2023,Atalanta
33,2023-05-03,,Serie A,Matchweek 33,Wed,Home,,,,Spezia,,,,,,,,Head-to-Head,,,,,2023,Atalanta
34,2023-05-07,,Serie A,Matchweek 34,Sun,Home,,,,Juventus,,,,,,,,Head-to-Head,,,,,2023,Atalanta
35,2023-05-14,,Serie A,Matchweek 35,Sun,Away,,,,Salernitana,,,,,,,,Head-to-Head,,,,,2023,Atalanta
36,2023-05-21,,Serie A,Matchweek 36,Sun,Home,,,,Hellas Verona,,,,,,,,Head-to-Head,,,,,2023,Atalanta
37,2023-05-28,,Serie A,Matchweek 37,Sun,Away,,,,Inter,,,,,,,,Head-to-Head,,,,,2023,Atalanta
38,2023-06-04,,Serie A,Matchweek 38,Sun,Home,,,,Monza,,,,,,,,Head-to-Head,,,,,2023,Atalanta
0,2022-08-14,20:45,Serie A,Matchweek 1,Sun,Away,W,1.0,0.0,Salernitana,2.4,0.6,49.0,26006.0,Lorenzo Pellegrini,3-4-3,Simone Sozza,Match Report,,20.0,4.0,14.7,2023,Roma
1,2022-08-22,18:30,Serie A,Matchweek 2,Mon,Home,W,1.0,0.0,Cremonese,2.7,0.7,49.0,60859.0,Lorenzo Pellegrini,3-4-3,Luca Massimi,Match Report,,27.0,11.0,16.4,2023,Roma
2,2022-08-27,18:30,Serie A,Matchweek 3,Sat,Away,D,1.0,1.0,Juventus,1.3,0.6,43.0,41003.0,Lorenzo Pellegrini,3-4-3,Massimiliano Irrati,Match Report,,8.0,4.0,14.9,2023,Roma
3,2022-08-30,20:45,Serie A,Matchweek 4,Tue,Home,W,3.0,0.0,Monza,1.8,0.9,40.0,60669.0,Lorenzo Pellegrini,3-4-3,Marco Piccinini,Match Report,,15.0,8.0,14.5,2023,Roma
4,2022-09-04,20:45,Serie A,Matchweek 5,Sun,Away,L,0.0,4.0,Udinese,0.8,1.2,57.0,24108.0,Lorenzo Pellegrini,3-4-3,Fabio Maresca,Match Report,,12.0,2.0,13.4,2023,Roma
6,2022-09-12,20:45,Serie A,Matchweek 6,Mon,Away,W,2.0,1.0,Empoli,3.0,1.1,48.0,4560.0,Lorenzo Pellegrini,3-4-3,Livio Marinelli,Match Report,,12.0,6.0,14.2,2023,Roma
8,2022-09-18,18:00,Serie A,Matchweek 7,Sun,Home,L,0.0,1.0,Atalanta,2.4,0.2,56.0,61335.0,Lorenzo Pellegrini,3-4-3,Daniele Chiffi,Match Report,,21.0,5.0,17.7,2023,Roma
9,2022-10-01,18:00,Serie A,Matchweek 8,Sat,Away,W,2.0,1.0,Inter,1.0,1.0,42.0,75389.0,Lorenzo Pellegrini,3-4-3,Davide Massa,Match Report,,10.0,3.0,19.8,2023,Roma
11,2022-10-09,20:45,Serie A,Matchweek 9,Sun,Home,W,2.0,1.0,Lecce,3.2,0.3,66.0,64018.0,Lorenzo Pellegrini,3-4-3,Alessandro Prontera,Match Report,,19.0,5.0,16.5,2023,Roma
13,2022-10-17,18:30,Serie A,Matchweek 10,Mon,Away,W,1.0,0.0,Sampdoria,1.8,0.2,41.0,20803.0,Lorenzo Pellegrini,3-4-1-2,Marco Di Bello,Match Report,,6.0,3.0,15.1,2023,Roma
14,2022-10-23,20:45,Serie A,Matchweek 11,Sun,Home,L,0.0,1.0,Napoli,0.3,0.9,40.0,61633.0,Lorenzo Pellegrini,3-5-2,Massimiliano Irrati,Match Report,,6.0,0.0,21.4,2023,Roma
16,2022-10-31,18:30,Serie A,Matchweek 12,Mon,Away,W,3.0,1.0,Hellas Verona,3.1,0.3,67.0,24000.0,Lorenzo Pellegrini,3-5-2,Juan Sacchi,Match Report,,14.0,6.0,14.7,2023,Roma
18,2022-11-06,18:00,Serie A,Matchweek 13,Sun,Home,L,0.0,1.0,Lazio,0.5,0.6,59.0,62847.0,Lorenzo Pellegrini,3-4-3,Daniele Orsato,Match Report,,8.0,2.0,16.2,2023,Roma
19,2022-11-09,18:30,Serie A,Matchweek 14,Wed,Away,D,1.0,1.0,Sassuolo,0.7,1.2,54.0,16665.0,Gianluca Mancini,3-4-3,Giovanni Ayroldi,Match Report,,11.0,4.0,16.2,2023,Roma
20,2022-11-13,15:00,Serie A,Matchweek 15,Sun,Home,D,1.0,1.0,Torino,1.7,0.9,48.0,61168.0,Gianluca Mancini,3-4-3,Antonio Rapuano,Match Report,,12.0,4.0,19.5,2023,Roma
21,2023-01-04,16:30,Serie A,Matchweek 16,Wed,Home,W,1.0,0.0,Bologna,1.5,0.7,39.0,62092.0,Lorenzo Pellegrini,3-4-1-2,Alberto Santoro,Match Report,,13.0,3.0,19.8,2023,Roma
22,2023-01-08,20:45,Serie A,Matchweek 17,Sun,Away,D,2.0,2.0,Milan,1.2,0.9,40.0,74103.0,Lorenzo Pellegrini,3-4-3,Davide Massa,Match Report,,12.0,3.0,22.1,2023,Roma
24,2023-01-15,20:45,Serie A,Matchweek 18,Sun,Home,W,2.0,0.0,Fiorentina,0.9,0.4,52.0,61327.0,Lorenzo Pellegrini,3-4-1-2,Antonio Giua,Match Report,,10.0,4.0,13.8,2023,Roma
25,2023-01-22,18:00,Serie A,Matchweek 19,Sun,Away,,,,Spezia,,,,,,,,Head-to-Head,,,,,2023,Roma
26,2023-01-29,20:45,Serie A,Matchweek 20,Sun,Away,,,,Napoli,,,,,,,,Head-to-Head,,,,,2023,Roma
27,2023-02-04,18:00,Serie A,Matchweek 21,Sat,Home,,,,Empoli,,,,,,,,Head-to-Head,,,,,2023,Roma
28,2023-02-11,18:00,Serie A,Matchweek 22,Sat,Away,,,,Lecce,,,,,,,,Head-to-Head,,,,,2023,Roma
30,2023-02-19,20:45,Serie A,Matchweek 23,Sun,Home,,,,Hellas Verona,,,,,,,,Head-to-Head,,,,,2023,Roma
32,2023-02-28,18:30,Serie A,Matchweek 24,Tue,Away,,,,Cremonese,,,,,,,,Head-to-Head,,,,,2023,Roma
33,2023-03-05,20:45,Serie A,Matchweek 25,Sun,Home,,,,Juventus,,,,,,,,Head-to-Head,,,,,2023,Roma
34,2023-03-12,18:00,Serie A,Matchweek 26,Sun,Home,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,2023,Roma
35,2023-03-19,18:00,Serie A,Matchweek 27,Sun,Away,,,,Lazio,,,,,,,,Head-to-Head,,,,,2023,Roma
36,2023-04-02,18:00,Serie A,Matchweek 28,Sun,Home,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,2023,Roma
37,2023-04-08,18:30,Serie A,Matchweek 29,Sat,Away,,,,Torino,,,,,,,,Head-to-Head,,,,,2023,Roma
38,2023-04-16,,Serie A,Matchweek 30,Sun,Home,,,,Udinese,,,,,,,,Head-to-Head,,,,,2023,Roma
39,2023-04-23,,Serie A,Matchweek 31,Sun,Away,,,,Atalanta,,,,,,,,Head-to-Head,,,,,2023,Roma
40,2023-04-30,,Serie A,Matchweek 32,Sun,Home,,,,Milan,,,,,,,,Head-to-Head,,,,,2023,Roma
41,2023-05-03,,Serie A,Matchweek 33,Wed,Away,,,,Monza,,,,,,,,Head-to-Head,,,,,2023,Roma
42,2023-05-07,,Serie A,Matchweek 34,Sun,Home,,,,Inter,,,,,,,,Head-to-Head,,,,,2023,Roma
43,2023-05-14,,Serie A,Matchweek 35,Sun,Away,,,,Bologna,,,,,,,,Head-to-Head,,,,,2023,Roma
44,2023-05-21,,Serie A,Matchweek 36,Sun,Home,,,,Salernitana,,,,,,,,Head-to-Head,,,,,2023,Roma
45,2023-05-28,,Serie A,Matchweek 37,Sun,Away,,,,Fiorentina,,,,,,,,Head-to-Head,,,,,2023,Roma
46,2023-06-04,,Serie A,Matchweek 38,Sun,Home,,,,Spezia,,,,,,,,Head-to-Head,,,,,2023,Roma
1,2022-08-13,18:30,Serie A,Matchweek 1,Sat,Away,L,2.0,4.0,Milan,0.5,2.3,41.0,70197.0,Roberto Pereyra,3-5-2,Livio Marinelli,Match Report,,9.0,4.0,18.3,2023,Udinese
2,2022-08-20,18:30,Serie A,Matchweek 2,Sat,Home,D,0.0,0.0,Salernitana,1.1,1.5,48.0,17054.0,Roberto Pereyra,3-5-2,Gianluca Aureliano,Match Report,,15.0,2.0,16.3,2023,Udinese
3,2022-08-26,18:30,Serie A,Matchweek 3,Fri,Away,W,2.0,1.0,Monza,1.7,1.5,44.0,9955.0,Roberto Pereyra,3-5-2,Marco Di Bello,Match Report,,15.0,4.0,13.8,2023,Udinese
4,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Home,W,1.0,0.0,Fiorentina,1.3,0.7,27.0,19684.0,Roberto Pereyra,3-5-2,Maurizio Mariani,Match Report,,8.0,3.0,18.0,2023,Udinese
5,2022-09-04,20:45,Serie A,Matchweek 5,Sun,Home,W,4.0,0.0,Roma,1.2,0.8,43.0,24108.0,Roberto Pereyra,3-5-2,Fabio Maresca,Match Report,,11.0,5.0,18.2,2023,Udinese
6,2022-09-11,15:00,Serie A,Matchweek 6,Sun,Away,W,3.0,1.0,Sassuolo,2.1,0.5,67.0,8694.0,Roberto Pereyra,3-5-2,Giacomo Camplone,Match Report,,17.0,4.0,18.8,2023,Udinese
7,2022-09-18,12:30,Serie A,Matchweek 7,Sun,Home,W,3.0,1.0,Inter,1.6,1.1,44.0,22475.0,Roberto Pereyra,3-5-2,Paolo Valeri,Match Report,,20.0,6.0,18.4,2023,Udinese
8,2022-10-03,20:45,Serie A,Matchweek 8,Mon,Away,W,2.0,1.0,Hellas Verona,1.8,0.3,68.0,15352.0,Roberto Pereyra,3-5-2,Daniele Minelli,Match Report,,21.0,8.0,17.9,2023,Udinese
9,2022-10-09,15:00,Serie A,Matchweek 9,Sun,Home,D,2.0,2.0,Atalanta,1.0,2.1,59.0,24671.0,Roberto Pereyra,3-5-2,Daniele Doveri,Match Report,,10.0,2.0,17.8,2023,Udinese
10,2022-10-16,15:00,Serie A,Matchweek 10,Sun,Away,D,0.0,0.0,Lazio,0.9,0.8,46.0,45000.0,Roberto Pereyra,3-5-2,Andrea Colombo,Match Report,,12.0,2.0,16.9,2023,Udinese
12,2022-10-23,12:30,Serie A,Matchweek 11,Sun,Home,L,1.0,2.0,Torino,2.0,1.5,56.0,20711.0,Roberto Pereyra,3-5-2,Matteo Marchetti,Match Report,,15.0,4.0,17.2,2023,Udinese
13,2022-10-30,15:00,Serie A,Matchweek 12,Sun,Away,D,0.0,0.0,Cremonese,1.0,0.7,58.0,12810.0,Roberto Pereyra,3-5-2,Massimiliano Irrati,Match Report,,13.0,3.0,18.5,2023,Udinese
14,2022-11-04,20:45,Serie A,Matchweek 13,Fri,Home,D,1.0,1.0,Lecce,1.7,0.7,57.0,21834.0,Roberto Pereyra,3-5-2,Francesco Fourneau,Match Report,,16.0,5.0,19.4,2023,Udinese
15,2022-11-08,18:30,Serie A,Matchweek 14,Tue,Away,D,1.0,1.0,Spezia,0.6,2.0,51.0,6900.0,Roberto Pereyra,3-5-2,Marco Piccinini,Match Report,,10.0,2.0,21.5,2023,Udinese
16,2022-11-12,15:00,Serie A,Matchweek 15,Sat,Away,L,2.0,3.0,Napoli,0.7,1.5,37.0,51000.0,Roberto Pereyra,3-5-2,Giovanni Ayroldi,Match Report,,10.0,4.0,19.6,2023,Udinese
17,2023-01-04,20:45,Serie A,Matchweek 16,Wed,Home,D,1.0,1.0,Empoli,1.9,0.4,60.0,19237.0,Roberto Pereyra,3-5-2,Marco Serra,Match Report,,21.0,3.0,19.9,2023,Udinese
18,2023-01-07,18:00,Serie A,Matchweek 17,Sat,Away,L,0.0,1.0,Juventus,0.5,2.4,49.0,39536.0,Roberto Pereyra,3-5-2,Matteo Marchetti,Match Report,,11.0,3.0,21.6,2023,Udinese
19,2023-01-15,15:00,Serie A,Matchweek 18,Sun,Home,L,1.0,2.0,Bologna,1.9,2.0,51.0,20486.0,Roberto Pereyra,3-5-2,Manuel Volpi,Match Report,,20.0,4.0,15.1,2023,Udinese
20,2023-01-22,12:30,Serie A,Matchweek 19,Sun,Away,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,2023,Udinese
21,2023-01-30,20:45,Serie A,Matchweek 20,Mon,Home,,,,Hellas Verona,,,,,,,,Head-to-Head,,,,,2023,Udinese
22,2023-02-05,15:00,Serie A,Matchweek 21,Sun,Away,,,,Torino,,,,,,,,Head-to-Head,,,,,2023,Udinese
23,2023-02-12,12:30,Serie A,Matchweek 22,Sun,Home,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,2023,Udinese
24,2023-02-18,20:45,Serie A,Matchweek 23,Sat,Away,,,,Inter,,,,,,,,Head-to-Head,,,,,2023,Udinese
25,2023-02-26,18:00,Serie A,Matchweek 24,Sun,Home,,,,Spezia,,,,,,,,Head-to-Head,,,,,2023,Udinese
26,2023-03-04,18:00,Serie A,Matchweek 25,Sat,Away,,,,Atalanta,,,,,,,,Head-to-Head,,,,,2023,Udinese
27,2023-03-11,15:00,Serie A,Matchweek 26,Sat,Away,,,,Empoli,,,,,,,,Head-to-Head,,,,,2023,Udinese
28,2023-03-18,20:45,Serie A,Matchweek 27,Sat,Home,,,,Milan,,,,,,,,Head-to-Head,,,,,2023,Udinese
29,2023-04-03,20:45,Serie A,Matchweek 28,Mon,Away,,,,Bologna,,,,,,,,Head-to-Head,,,,,2023,Udinese
30,2023-04-08,12:30,Serie A,Matchweek 29,Sat,Home,,,,Monza,,,,,,,,Head-to-Head,,,,,2023,Udinese
31,2023-04-16,,Serie A,Matchweek 30,Sun,Away,,,,Roma,,,,,,,,Head-to-Head,,,,,2023,Udinese
32,2023-04-23,,Serie A,Matchweek 31,Sun,Home,,,,Cremonese,,,,,,,,Head-to-Head,,,,,2023,Udinese
33,2023-04-30,,Serie A,Matchweek 32,Sun,Away,,,,Lecce,,,,,,,,Head-to-Head,,,,,2023,Udinese
34,2023-05-03,,Serie A,Matchweek 33,Wed,Home,,,,Napoli,,,,,,,,Head-to-Head,,,,,2023,Udinese
35,2023-05-07,,Serie A,Matchweek 34,Sun,Home,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,2023,Udinese
36,2023-05-14,,Serie A,Matchweek 35,Sun,Away,,,,Fiorentina,,,,,,,,Head-to-Head,,,,,2023,Udinese
37,2023-05-21,,Serie A,Matchweek 36,Sun,Home,,,,Lazio,,,,,,,,Head-to-Head,,,,,2023,Udinese
38,2023-05-28,,Serie A,Matchweek 37,Sun,Away,,,,Salernitana,,,,,,,,Head-to-Head,,,,,2023,Udinese
39,2023-06-04,,Serie A,Matchweek 38,Sun,Home,,,,Juventus,,,,,,,,Head-to-Head,,,,,2023,Udinese
1,2022-08-13,20:45,Serie A,Matchweek 1,Sat,Away,W,2.0,1.0,Monza,2.1,1.4,46.0,10739.0,Ricardo Rodríguez,3-4-3,Maurizio Mariani,Match Report,,13.0,6.0,13.2,2023,Torino
